GeneSymb	GSM275676	GSM275677	GSM275678	GSM275679	GSM275680	GSM275681	GSM275682	GSM275683	GSM275684	GSM275685	GSM275686	GSM402417	GSM402418	GSM402419	GSM402420	GSM402421	GSM402422	GSM468593	GSM468594	GSM468595	GSM468596	GSM468597	GSM468598	GSM468599	GSM468600	GSM468601	GSM468602	GSM490043	GSM490044	GSM490045	GSM649496	GSM649497	GSM649498	GSM1230054_284_4795_04_03_2012.CEL	GSM1230055_284_4796_04_03_2012.CEL	GSM1230056_284_4797_04_03_2012.CEL
ALAD	 8.3869	 8.2132	 8.5970	 8.2504	 7.8202	 7.9181	 7.8094	 7.6570	 8.0410	 7.8505	 7.6733	 7.3022	 7.4716	 7.4155	 8.6849	 8.6808	 8.4935	 7.9251	 7.9716	 8.0083	 7.9989	 8.0447	 8.0132	 7.9724	 8.1027	 8.0443	 7.9997	 7.9396	 7.9051	 8.0516	 8.0588	 7.9863	 8.1072	 7.9979	 7.9358	 7.9626
ALAS1	 8.6144	 8.4487	 8.3720	 8.3288	 8.9993	 8.9569	 8.9886	 7.8516	 7.9822	 8.0765	 8.0484	 8.4683	 8.3453	 8.4774	 8.3214	 8.4747	 8.4524	 8.2919	 8.5448	 8.3025	 8.3900	 8.4498	 8.3740	 8.4281	 8.4101	 8.5543	 8.4873	 8.4073	 8.2923	 8.5589	 8.7515	 8.4689	 8.0608	 8.3216	 8.5271	 8.4099
ALAS2	 5.3666	 5.2276	 5.1397	 5.4411	 5.3877	 5.4999	 5.3543	 5.2198	 5.1620	 5.2729	 5.3089	 5.0879	 5.5338	 5.2589	 5.2545	 5.2840	 5.4249	 5.6279	 5.6035	 4.9880	 5.0913	 5.3225	 5.1693	 5.2170	 5.5541	 5.2072	 5.2925	 5.1601	 5.2270	 5.5351	 5.2289	 5.3793	 5.3136	 5.1902	 5.5574	 5.1745
ALB	 3.4457	 3.5605	 3.6599	 3.5350	 3.6221	 3.7396	 3.6422	 3.8371	 3.8139	 3.8669	 3.6609	 3.5412	 3.8244	 3.4736	 3.7721	 3.6552	 3.6802	 3.5447	 3.6164	 3.6773	 3.4702	 3.9520	 3.6660	 3.7139	 3.7901	 3.5151	 3.6322	 3.5665	 3.6135	 3.6453	 3.8320	 3.5898	 3.6997	 3.6107	 3.6149	 3.5997
ALCAM	 7.9997	 7.7601	 7.2590	 7.3181	 7.8800	 7.7796	 7.6475	 7.0088	 6.9438	 7.1236	 7.1048	 7.0439	 7.2573	 7.0612	 7.6169	 7.8511	 7.3100	 6.5257	 6.5639	 6.6031	 6.6327	 6.6533	 8.0686	 8.2244	 8.2803	 7.7930	 8.2225	 6.9966	 7.0392	 7.1337	 7.7323	 7.7143	 7.5244	 7.1364	 6.9900	 7.0432
ALDH16A1	 6.7632	 6.7267	 6.7119	 6.4870	 8.7025	 8.8814	 8.7034	 8.3424	 8.3902	 8.0998	 8.1280	 7.9699	 7.7271	 7.6317	 7.5883	 7.8089	 7.5422	 7.6942	 7.5547	 7.5617	 7.6915	 7.5704	 7.6530	 7.7045	 7.7831	 8.0445	 7.8559	 7.4685	 7.2534	 7.3005	 8.1456	 7.9029	 8.1971	 7.2825	 7.3599	 7.3801
ALDH18A1	 9.8054	 9.3385	 9.4863	 9.1085	 9.3959	 9.5660	 9.4911	 8.6611	 8.8407	 8.7831	 8.8343	 9.2058	 9.2292	 9.2557	 9.3219	 9.1835	 9.3237	 9.5684	 9.6007	 9.4240	 9.4085	 9.5102	 9.1231	 8.9364	 8.9597	 9.0351	 8.9669	 9.3954	 9.3629	 9.4770	 9.0784	 9.1800	 9.0260	 9.3738	 9.4182	 9.4433
ALDH1A1	 3.4162	 3.6289	 3.6083	 3.5039	 3.6632	 3.6191	 3.5619	 4.2643	 3.7481	 3.8308	 4.0053	 3.6259	 3.6971	 4.0650	 3.5472	 3.6910	 3.5632	 3.7417	 3.5192	 3.8417	 3.5131	 3.5399	 3.9218	 3.6521	 3.8893	 3.4343	 3.9291	 3.6501	 3.4244	 3.8507	 4.0128	 3.5121	 3.7393	 3.4776	 3.5308	 3.9167
ALDH1A2	 5.6051	 5.7137	 5.8201	 6.0448	 5.8219	 6.0179	 5.6667	 5.8813	 5.6458	 5.7260	 5.8761	 5.5890	 5.7447	 5.6670	 5.8790	 5.7450	 6.0756	 5.8526	 5.7354	 5.7010	 5.6468	 5.4727	 5.8336	 5.8004	 5.8846	 6.0037	 5.9033	 5.7025	 5.7437	 5.7020	 5.8714	 5.6560	 6.0247	 5.6175	 5.8209	 5.7097
ALDH1A3	 7.2061	 6.9766	 7.4595	 7.6992	 6.5692	 7.0749	 6.7443	 6.9659	 6.7236	 6.5981	 6.3382	 5.7947	 6.4877	 6.0009	 7.7843	 7.3556	 7.9628	 6.9146	 6.6807	 6.5322	 6.7180	 6.3766	 6.8655	 7.0129	 7.3646	 7.2684	 7.2431	 6.7087	 6.9052	 6.5978	 7.0143	 7.1188	 7.0412	 6.5923	 6.9643	 6.6551
ALDH1B1	 6.8222	 6.9702	 6.9607	 6.7373	 8.2105	 8.2140	 7.9982	 7.1625	 7.1796	 7.5243	 7.4189	 7.1641	 7.2203	 7.5458	 7.3080	 7.2583	 7.6019	 7.6227	 7.5829	 7.4418	 7.3157	 7.4081	 7.1886	 7.1501	 7.1723	 7.2774	 7.3379	 7.2324	 7.1225	 7.3430	 7.5346	 7.4191	 7.4468	 7.2467	 7.2905	 7.1607
ALDH1L1	 6.6227	 6.4513	 6.3996	 6.5888	 6.6542	 6.6944	 6.6616	 6.4349	 6.3822	 6.2902	 6.4707	 6.2772	 6.4529	 6.6011	 6.5253	 6.5708	 6.5820	 6.2483	 6.6118	 6.4163	 6.4180	 6.3968	 6.6939	 6.5503	 6.5323	 6.6234	 6.5246	 6.5966	 6.4411	 6.3335	 6.0631	 6.6766	 6.8984	 6.5167	 6.5817	 6.2728
ALDH1L1-AS2	 6.0732	 6.0575	 5.9901	 5.8679	 6.1469	 6.0812	 6.1299	 6.5140	 6.0681	 6.1272	 6.3134	 6.0543	 6.2427	 6.2456	 6.0443	 5.9733	 6.1459	 6.3329	 6.2225	 5.9347	 5.8805	 6.2108	 6.3110	 6.0533	 5.9841	 6.2464	 6.0008	 6.1101	 6.0582	 6.1099	 6.0444	 6.1570	 6.2266	 5.9481	 5.9319	 6.3982
ALDH1L2	 3.9616	 4.0748	 4.0358	 4.0951	 4.8999	 5.0693	 4.8982	 4.3404	 4.1820	 4.2061	 4.3886	 4.8415	 4.5824	 4.5870	 3.8803	 4.0919	 4.2156	 4.4992	 4.6333	 4.3424	 4.2243	 4.0379	 4.1572	 4.4458	 4.3876	 4.4009	 4.5361	 4.6180	 4.1586	 4.2022	 4.4316	 4.2881	 4.5002	 4.3499	 4.2706	 4.3582
ALDH2	 8.0612	 8.3038	 7.8488	 8.0454	 6.5134	 6.2864	 6.4905	 6.4570	 6.3241	 6.2043	 6.5315	 7.1663	 7.1848	 6.5860	 7.1328	 7.2478	 7.1687	 6.4130	 7.3361	 7.3022	 7.0822	 6.9437	 6.9378	 7.1416	 7.2192	 7.1872	 7.2476	 7.1867	 7.4506	 7.4311	 6.9029	 6.7193	 6.7957	 7.3203	 7.4053	 7.3428
ALDH3A1	 6.2205	 6.3631	 6.3195	 6.3294	 6.5527	 6.4997	 6.5426	 6.7877	 6.9308	 6.5308	 6.6837	 5.4288	 5.5539	 5.9374	 7.6400	 7.0302	 6.7915	 5.7802	 5.9993	 5.6526	 5.9443	 5.6586	 6.9773	 6.9617	 6.9234	 6.8498	 7.2222	 6.0509	 5.8777	 5.8683	 6.8110	 6.8029	 6.9709	 5.9096	 6.1168	 5.7705
ALDH3A2	 8.8688	 8.7629	 8.7163	 8.4491	 9.0896	 9.1066	 9.1225	 8.7910	 8.8742	 9.0159	 9.0931	 8.8239	 8.7132	 8.7730	 8.9875	 8.9246	 8.8473	 8.5529	 8.5986	 8.4190	 8.4884	 8.5891	 9.2591	 9.1237	 9.1560	 9.1528	 9.1097	 8.7087	 8.6264	 8.6036	 9.0918	 9.0767	 8.9622	 8.6271	 8.6466	 8.6650
ALDH3B1	 7.3255	 7.0684	 7.0236	 6.8540	 6.6356	 6.7838	 6.6737	 6.9961	 7.1445	 7.0652	 7.1126	 6.7252	 6.8668	 6.8071	 7.1706	 7.0918	 7.1422	 7.0806	 6.8904	 6.8697	 6.8828	 7.0412	 6.9264	 6.9780	 6.9179	 7.0218	 7.0638	 6.9823	 6.9722	 6.9043	 6.8596	 7.0571	 7.0281	 6.9558	 6.9603	 6.9427
ALDH3B2	 7.7220	 7.4375	 6.8268	 6.5957	10.6881	10.7724	10.3086	 6.6650	 6.8317	 6.9255	 6.8009	 9.0441	 8.5805	 8.9240	 6.9104	 6.9840	 7.0010	 7.3172	 7.4732	 7.5848	 7.4402	 7.5671	 8.4172	 8.3119	 8.3664	 8.2830	 8.3123	 7.5553	 7.7148	 7.8582	 8.2320	 8.0429	 8.0409	 7.9812	 7.5578	 7.5893
ALDH4A1	 7.6204	 7.3797	 7.5238	 7.3480	 8.9505	 9.1003	 8.9199	 8.8248	 8.8855	 8.4378	 8.5187	 8.3388	 8.3793	 8.0861	 8.1558	 8.3001	 8.1058	 8.0852	 7.9810	 8.0177	 7.9597	 7.9907	 8.2445	 8.3995	 8.5227	 8.5687	 8.5068	 7.8744	 7.8054	 7.9978	 8.5996	 8.5403	 8.5484	 7.9687	 7.8356	 7.8732
ALDH5A1	 7.7190	 7.4057	 7.1080	 7.0088	 7.9019	 7.6782	 8.1303	 7.7160	 7.7244	 7.5023	 7.2967	 7.3985	 7.4747	 7.2791	 7.7513	 7.7581	 7.4208	 7.4454	 7.1952	 7.4300	 7.2671	 7.2723	 7.7369	 7.6723	 7.6366	 7.7132	 7.7683	 7.4501	 7.2284	 7.3224	 7.6896	 7.8573	 7.5345	 7.2985	 7.3657	 7.3367
ALDH6A1	 8.2195	 8.0764	 7.9473	 7.8056	 7.9546	 7.8361	 8.0281	 7.7910	 7.8264	 7.6405	 7.4952	 8.0846	 8.2807	 8.0560	 7.6186	 7.4733	 7.7075	 7.5249	 7.4045	 7.8254	 7.5972	 7.4212	 8.1701	 8.2251	 8.1069	 8.2262	 8.1996	 7.8124	 7.9144	 7.8340	 7.8209	 7.9526	 7.8864	 7.8340	 7.8437	 7.8832
ALDH7A1	 7.7572	 7.5677	 7.6361	 7.5341	 8.1004	 8.0032	 7.9350	 8.0923	 8.2909	 7.7954	 7.7485	 7.8127	 7.9426	 7.8570	 7.7015	 7.7897	 7.7012	 7.3175	 7.4269	 7.2756	 7.4356	 7.4381	 8.3143	 8.2745	 8.1691	 8.1950	 8.1612	 7.5449	 7.6536	 7.5516	 7.9422	 7.9366	 8.1757	 7.6111	 7.6573	 7.4818
ALDH8A1	 3.8136	 3.9379	 3.9854	 3.9781	 4.0347	 4.0854	 4.1175	 4.0345	 3.9368	 3.9438	 4.0759	 4.0003	 3.7954	 3.9173	 4.0187	 4.1441	 4.0228	 4.0733	 3.9747	 4.0288	 3.8055	 3.9698	 4.3319	 3.9070	 3.6061	 4.0946	 4.0395	 3.8521	 3.9254	 4.0426	 4.1750	 3.8714	 4.0323	 3.9916	 3.8517	 3.9767
